BarcodeID,TripID,Date,GearID,TimeDay,TimeBegin,TimeElapsed,DepthTotal,DepthSample,DepthIntegrated,Velocity,Volume,Temperature,Discharge,Stage,SpC,FlagStrange,Notes
D02404,LF20140917,9/17/2014,4,Day,9:16:35,299,19,NA,1,0.51,30.72,13.7,8640,8.15,811,0,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02405,LF20140917,9/17/2014,4,Day,9:30:51,300,20,NA,1,0.38,23.37,13.6,8460,8.1,813,0,Abbreviated Lees Ferry Lagrangian sampling. 
D02411,LF20141107,11/7/2014,4,Day,14:10:00,300,24,NA,1,0.34,20.57,13.8,6910,7.65,793,0,"Pre-HFE cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02412,LF20141107,11/7/2014,4,Day,14:40:00,300,25,NA,1,0.36,21.6,13.7,7160,7.73,795,0,"Pre-HFE cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02413,LF20141107,11/7/2014,4,Day,15:00:00,300,24,NA,1,0.4,24.1,13.7,7300,7.77,796,0,"Pre-HFE cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02414,LF20141107,11/7/2014,4,Day,15:10:00,300,21,NA,1,0.38,23.06,13.8,7430,7.81,791,0,"Pre-HFE cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02415,LF20141107,11/7/2014,4,Day,15:35:00,300,22,NA,1,0.27,16.66,13.8,7630,7.87,791,0,Pre-HFE abbreviated Lagrangian sampling. 
D02421,LF20141117,11/17/2014,4,Day,9:39:38,297,24,NA,1,0.3,18.23,13.4,8040,8.04,784,0,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02422,LF20141117,11/17/2014,4,Day,9:52:13,306,24,NA,1,0.39,24.05,13.4,8040,8.04,784,0,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02423,LF20141117,11/17/2014,4,Day,10:05:02,298,23,NA,1,0.4,24.46,13.4,7900,8,784,0,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02424,LF20141117,11/17/2014,4,Day,10:17:44,299,20,NA,1,0.4,24.36,13.4,7800,7.97,783,0,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02425,LF20141117,11/17/2014,4,Day,10:37:44,299,21,NA,1,0.29,17.32,13.3,7490,7.88,783,0,post-HFE Lagrangian sampling. 
D02531,LF20150219,2/19/2015,4,Day,9:11:40,301,24,NA,1,0.51,30.84,9.2,9540,8.45,810,0,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02532,LF20150219,2/19/2015,4,Day,9:26:44,297,24,NA,1,0.53,31.73,9.1,9280,8.38,814,0,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02533,LF20150219,2/19/2015,4,Day,9:37:52,304,23,NA,1,0.59,36.46,9.1,9010,8.31,809,0,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02534,LF20150219,2/19/2015,4,Day,9:53:05,351,20,NA,1,0.54,38.43,9.1,8790,8.25,809,0,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02535,LF20150219,2/19/2015,4,Day,10:07:49,308,21,NA,1,0.46,28.42,9.1,8530,8.18,808,0,Abbreviated Lees Ferry Lagrangian sampling. 
D02541,LF20150114,1/14/2015,4,Day,15:12:01,306,27,NA,1,0.65,40.09,10,12500,9.15,704,0,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02542,LF20150114,1/14/2015,4,Day,15:24:45,300,26,NA,1,0.69,42.21,10,13100,9.29,703,1,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02543,LF20150114,1/14/2015,4,Day,15:34:18,316,23.5,NA,1,0.71,45.52,10,13100,9.29,703,0,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02544,LF20150114,1/14/2015,4,Day,15:49:47,309,20.5,NA,1,0.69,43.23,10,13600,9.39,703,0,"Cableway cross-section. Cross section broken up into fourths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). "
D02545,LF20150114,1/15/2015,4,Day,9:49:56,298,19.5,NA,1,0.48,29.21,9.9,12300,9.11,701,0,Abbreviated Lees Ferry Lagrangian sampling. 
D02551,LF20150313,3/13/2015,4,Day,9:43:59,305,26.5,NA,1,0.51,31.47,9.2,9780,8.51,820,0,
D02552,LF20150313,3/13/2015,4,Day,9:57:22,300,19,NA,1,0.43,26.04,9.2,9620,8.47,820,0,
D02611,LF20150424,4/24/2015,4,Day,10:11:24,305,23,NA,1,0.48,29.59,9,8860,8.27,795,0,
D02612,LF20150424,4/24/2015,4,Day,10:34:19,333,17,NA,1,0.38,25.75,9,8680,8.22,796,0,
D02660,LF20150520,5/20/2015,4,Day,10:14:09,373,24,NA,1,0.53,39.92,9,10300,8.65,767,0,
D02661,LF20150520,5/20/2015,4,Day,10:38:50,334,18,NA,1,0.51,34.67,8.9,9940,8.55,766,0,
D02718,LF20150618,6/18/2015,4,Day,10:00:14,306,16,NA,1,0.67,41.62,9.7,11700,8.98,742,0,
D02719,LF20150618,6/18/2015,4,Day,10:27:46,313,22,NA,1,0.58,36.54,9.7,11400,8.9,742,0,
D02860,LF20150730,7/30/2015,4,Day,15:44:35,345,25,NA,1,0.85,59.17,11.8,15000,9.68,724,0,
D02861,LF20150730,7/30/2015,4,Day,16:02:40,304,21,NA,1,0.67,41.38,11.8,15000,9.69,722,0,
D02867,LF20150811,8/11/2015,4,Day,15:20:00,307,24,NA,1,0.75,46.72,11.4,10300,8.66,736,0,
D02944,LF20150912,9/12/2015,4,Day,16:06:00,315,19.5,NA,1,0.65,41.39,13,9700,8.52,717,0,
D02995,LB20151004,10/4/2015,4,Day,16:32:00,240,21,10.5,0,0.55,26.99,13.3,7330,7.86,719,0,
D03053,LF20151110,11/10/2015,4,Day,15:14:43,275,22,NA,1,0.58,32.6,13.7,7330,7.86,712,0,
D03061,LF20151220,12/20/2015,4,Day,14:41:50,309,21,NA,1,0.61,38.26,11,10600,8.75,686,0,
D03121,LF20160128,1/28/2016,4,Day,15:25:27,298,22.5,NA,1,0.77,46.45,8.6,12000,9.07,687,0,
D03129,LF20160303,3/3/2016,4,Day,15:29:08,301,22,NA,1,0.65,39.71,8.3,9120,8.37,775,0,
D03192,LF20160407,4/7/2016,4,Day,14:43:00,300,22,NA,1,0.54,33.05,8.4,9240,8.4,835,0,
D03202,LF20160426,4/26/2016,4,Day,15:53:06,313,22,NA,1,0.67,42.26,8.5,10600,8.75,830,0,
D03217,LF20160609,6/9/2016,4,Day,15:14:30,300,24,NA,1,0.79,48.2,9.8,10700,8.78,763,0,
D03281,LF20160706,7/6/2016,4,Day,15:30:00,308,24.5,NA,1,0.8,49.68,10.9,12400,9.19,729,0,
D03287,LF20160810,8/10/2016,4,Day,15:52:37,291,23,15,0,0.89,52.39,11.9,11700,9.02,742,0,
D03371,LF20161103,11/3/2016,4,Day,16:03:00,240,18,NA,1,0.5,24.23,13,7970,8.07,728,0,
D03390,LF20161214,12/14/2016,4,Day,16:03:00,260,20,NA,1,0.63,33.36,12.4,13400,9.37,670,1,Net flowmeter distance greater than bomb flowmeter distance verified (2017-06-27 JDM).
D03399,LF20170109,1/9/2017,4,Day,15:22:30,325,25,NA,1,0.72,47.23,10.5,10800,8.79,646,0,
D03420,LF20170222,2/23/2017,4,Day,16:39:28,313,25,NA,1,0.62,39.12,8.5,14500,9.61,751,0,
D03429,LF20170315,3/16/2017,4,Day,15:12:26,324,23,NA,1,0.56,36.81,8.6,9660,8.51,774,0,
D03438,LF20170405,4/5/2017,4,Day,9:03:35,315,24,NA,1,0.49,31.28,8.7,11300,8.89,795,1,
D03453,GC20170428,4/28/2017,4,Day,17:25:00,300,NA,7,0,0.52,31.86,8.8,11400,8.95,788,0,"Did not sound for depth. 

<1mm sample is 500um"
D03595,LF20170713,7/13/2017,4,Day,16:19:21,293,23,NA,1,0.9,53.45,10.9,10500,8.71,730,0,"100 lb bomb used.

Processing date for 250um 09/19/2017"
D03606,LF20170601,6/1/2017,4,Day,16:24:30,295,25,NA,1,0.64,38.26,10,11300,8.92,746,0,
D03649,LF20170809,8/9/2017,4,Day,15:36:00,305,NA,7,0,0.86,53.43,11.4,11100,8.86,722,0,250um sample was processed 10/23/17
D03658,LF20170911,9/11/2017,4,Day,15:18:00,300,NA,7,0,0.64,39.21,11.9,9130,8.39,720,0,Parked at 7ft.
D03670,LF20171115,11/15/2017,4,Day,14:59:46,351,NA,7,0,0.69,48.84,12.7,8610,8.29,690,0,
D03742,LF20170516,5/16/2017,4,Day,18:02:26,317,21,NA,1,0.62,39.92,9.3,10400,8.7,774,1,Morgan has separate QC datasheet
D04777,LF20071015,10/15/2007,7,Crepuscular,17:10:00,300,NA,NA,1,0.28,17.13,10.8,9010,8.31,770,0,Discharge = 12000 cfs. Original SampleID 163. Barcode retroactively assigned (2017-07-06 JDM).
D04793,LF20071015,10/15/2007,1,Crepuscular,18:46:00,300,NA,NA,0,0.28,0.69,11,9540,8.45,768,1,Discharge = 12400 cfs. Original SampleID 164. Barcode retroactively assigned (2017-07-06 JDM).
D04796,LF20071015,10/15/2007,7,Day,15:31:00,300,NA,NA,1,0.25,15.42,10.7,8320,8.12,772,1,Discharge = 11500 cfs. Original SampleID 162. Community composition sample. May not have any quantitative drift estimates. Barcode retroactively assigned (2017-07-06 JDM).
D04798,LF20071015,10/15/2007,1,Night,20:18:00,300,NA,NA,0,0.29,0.7,11.1,10100,8.59,768,1,Discharge = 12600 cfs. Original SampleID 165. Community composition sample. May not have any quantitative drift estimates. Barcode retroactively assigned (2017-07-06 JDM).
D04805,LF20071015,10/16/2007,1,Day,13:03:00,300,NA,NA,0,0.24,0.59,11,7260,7.81,768,1,Discharge = 10600 cfs. Original SampleID 167. Barcode retroactively assigned (2017-07-06 JDM).
D04821,LF20071015,10/16/2007,7,Night,19:34:00,300,NA,NA,1,0.31,18.98,11.4,10400,8.66,765,0,Discharge = 12600 cfs. Original SampleID 169. Barcode retroactively assigned (2017-07-06 JDM).
D04830,LF20071015,10/16/2007,1,Day,7:36:00,300,NA,NA,0,0.12,0.3,11.4,11000,8.82,768,1,Discharge = 7475 cfs. Original SampleID 166. Very few net flowmeter clicks verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM).
D04832,LF20071015,10/16/2007,1,Day,14:02:00,300,NA,NA,0,0.28,0.68,11,7300,7.82,769,1,Discharge = 11100 cfs. Original SampleID 168. Barcode retroactively assigned (2017-07-06 JDM).
D04839,LF20071015,10/17/2007,7,Crepuscular,7:29:00,300,NA,NA,1,0.18,10.81,11.7,10700,8.76,765,1,Discharge = 7660 cfs. Original SampleID 170. Very few net flowmeter clicks verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM).
D04934,LF20071209,12/9/2007,3,Day,13:33:00,300,NA,NA,1,0.81,17.69,10.9,9900,8.54,780,0,Original SampleID 285. Barcode retroactively assigned (2017-07-06 JDM).
D04940,LF20071209,12/9/2007,3,Day,16:49:00,300,NA,NA,1,0.46,10.13,10.8,11600,8.97,781,0,Discharge = 11150 cfs. Original SampleID 150. Barcode retroactively assigned (2017-07-06 JDM).
D04941,LF20071209,12/9/2007,3,Day,16:58:00,300,NA,NA,1,0.5,10.95,10.8,11800,9.01,781,0,Discharge = 11100 cfs. Original SampleID 151. Barcode retroactively assigned (2017-07-06 JDM).
D04942,LF20071209,12/9/2007,3,Crepuscular,17:26:00,300,NA,NA,1,0.49,10.82,10.8,12200,9.11,781,0,Discharge = 10900 cfs. Original SampleID 152. Barcode retroactively assigned (2017-07-06 JDM).
D04947,LF20071209,12/10/2007,3,Day,9:22:00,300,NA,NA,1,0.58,12.74,10.9,12800,9.25,773,0,Discharge = 12750 cfs. Original SampleID 156. Barcode retroactively assigned (2017-07-06 JDM).
D04948,LF20071209,12/10/2007,3,Day,9:35:00,300,NA,NA,1,0.62,13.58,10.9,12600,9.2,773,0,Discharge = 13100 cfs. Original SampleID 157. Barcode retroactively assigned (2017-07-06 JDM).
D04949,LF20071209,12/10/2007,3,Day,9:52:00,295,NA,NA,1,0.62,13.42,10.9,12300,9.13,773,0,Discharge = 13600 cfs. Original SampleID 158. Barcode retroactively assigned (2017-07-06 JDM).
D04953,LF20071209,12/10/2007,7,Crepuscular,7:19:00,300,NA,NA,1,0.42,25.83,10.9,14800,9.67,775,0,Discharge = 10000 cfs. Original SampleID 153. Barcode retroactively assigned (2017-07-06 JDM).
D04954,LF20071209,12/10/2007,7,Crepuscular,7:45:00,255,NA,NA,1,0.55,28.32,10.9,14300,9.57,774,0,Discharge = 10200 cfs. Original SampleID 155. Barcode retroactively assigned (2017-07-06 JDM).
D04956,LF20071209,12/10/2007,7,Day,11:16:00,335,NA,NA,1,0.67,45.82,10.9,11000,8.81,773,0,Discharge = 15400 cfs. Original SampleID 159. Barcode retroactively assigned (2017-07-06 JDM).
D04957,LF20071209,12/10/2007,7,Day,11:30:00,300,NA,NA,1,0.72,44,10.9,10800,8.77,773,0,Discharge = 15600 cfs. Original SampleID 160. Negative weight verified. Barcode retroactively assigned (2017-07-06 JDM).
D04958,LF20071209,12/10/2007,3,Day,11:44:00,300,NA,NA,1,0.66,14.42,10.9,10700,8.73,773,0,Discharge = 15600 cfs. Original SampleID 161. Barcode retroactively assigned (2017-07-06 JDM).
D04962,LF20071209,12/10/2007,3,Crepuscular,7:33:00,300,NA,NA,1,0.47,10.25,10.9,14500,9.62,774,0,Discharge = 10100 cfs. Original SampleID 154. Barcode retroactively assigned (2017-07-06 JDM).
D05073,LF20080128,1/29/2008,1,Crepuscular,7:47:00,300,NA,NA,0,0.41,1,7.9,14700,9.65,758,1,Discharge = 10200 cfs. Original SampleID 149. Low water. Unclear if 1 mm sieve portion picked. Barcode retroactively assigned (2017-07-06 JDM).
D05100,GC20080303,3/3/2008,7,Day,16:29:00,300,NA,NA,1,0.34,20.43,7,10500,8.7,828,0,Discharge = 9780 cfs. Original SampleID 185. Barcode retroactively assigned (2017-07-06 JDM).
D05101,GC20080303,3/3/2008,7,Day,10:17:00,305,NA,NA,1,0.47,28.8,7.2,9050,8.32,811,0,Discharge = 11300 cfs. Original SampleID 177. Barcode retroactively assigned (2017-07-06 JDM).
D05103,GC20080303,3/3/2008,4,Crepuscular,7:26:00,300,NA,NA,1,0.32,19.75,7.4,11500,8.94,816,0,Discharge = 7800 cfs. Original SampleID 174. Barcode retroactively assigned (2017-07-06 JDM).
D05104,GC20080303,3/3/2008,4,Crepuscular,7:46:00,300,NA,NA,1,0.34,20.73,7.4,11300,8.89,812,0,Discharge = 8000 cfs. Original SampleID 176. Barcode retroactively assigned (2017-07-06 JDM).
D05105,GC20080303,3/3/2008,4,Day,10:26:00,360,NA,NA,1,0.41,30.26,7.2,8860,8.27,811,0,Discharge = 11600 cfs. Original SampleID 178. Barcode retroactively assigned (2017-07-06 JDM).
D05107,GC20080303,3/3/2008,4,Day,13:48:00,300,NA,NA,1,0.49,30.05,6.9,7530,7.89,821,0,Discharge = 11600 cfs. Original SampleID 181. Barcode retroactively assigned (2017-07-06 JDM).
D05108,GC20080303,3/3/2008,4,Day,13:57:00,300,NA,NA,1,0.45,27.54,6.9,7590,7.91,821,0,Discharge = 11500 cfs. Original SampleID 182. Barcode retroactively assigned (2017-07-06 JDM).
D05109,GC20080303,3/3/2008,4,Day,16:19:00,300,NA,NA,1,0.41,24.78,7,10200,8.62,828,0,Discharge = 9850 cfs. Original SampleID 184. Barcode retroactively assigned (2017-07-06 JDM).
D05110,GC20080303,3/3/2008,4,Crepuscular,19:10:00,240,NA,NA,1,0.44,21.49,7.5,12200,9.1,801,0,Discharge = 9800 cfs. Original SampleID 186. Barcode retroactively assigned (2017-07-06 JDM).
