BarcodeID,SpeciesID,CountTotal,SizeMean,SizeMedian,SizeSD,BiomassTotal,Notes
D06310,CHIL,11,2.91,3,1.14,0.41,
D06310,GAMM,0,NA,NA,NA,0,
D06310,NZMS,0,NA,NA,NA,0,
D06310,SIML,4,3,3,0.82,0.26,
D06311,CHIL,17,2.53,3,1.07,0.47,
D06311,GAMM,0,NA,NA,NA,0,
D06311,NZMS,0,NA,NA,NA,0,
D06311,SIML,2,5,5,1.41,0.57,
D06312,CHIL,23,2.96,3,1.07,0.89,
D06312,GAMM,1,3,3,NA,0.2,
D06312,NZMS,3,1.67,0.5,2.02,0.59,
D06312,SIML,1,5,5,NA,0.25,
D06313,CHIL,63,2.9,3,0.78,2.1,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06313,GAMM,1,3,3,NA,0.2,
D06313,NZMS,4,0.5,0.5,0,0.01,
D06313,SIML,4,2.75,3,1.26,0.24,
D06314,CHIL,72,3.28,3,1.09,3.54,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06314,GAMM,1,1,1,NA,0.01,
D06314,NZMS,16,0.59,0.5,0.2,0.11,
D06314,SIML,1,4,4,NA,0.13,
D06315,CHIL,74,3.07,3,0.94,2.98,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06315,GAMM,7,1.86,1,1.46,0.94,
D06315,NZMS,4,0.5,0.5,0,0.01,
D06315,SIML,0,NA,NA,NA,0,
D06316,CHIL,18,2.94,3,0.73,0.6,
D06316,GAMM,1,1,1,NA,0.01,
D06316,NZMS,16,0.5,0.5,0,0.06,
D06316,SIML,1,2,2,NA,0.02,
D06321,CHIL,56,3.21,3,1.11,2.68,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06321,GAMM,2,1.5,1.5,0.71,0.07,
D06321,NZMS,0,NA,NA,NA,0,
D06321,SIML,1,7,7,NA,0.7,
D06327,CHIL,232,3.55,4,0.77,12.54,
D06327,GAMM,24,2.67,3,0.48,3.65,
D06327,NZMS,270,0.58,0.5,0.46,3.72,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06327,SIML,16,2,2,0,0.26,
D06328,CHIL,24,2.96,3,1.12,0.95,
D06328,GAMM,4,1.75,1,1.5,0.48,
D06328,NZMS,42,0.54,0.5,0.13,0.2,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06328,SIML,52,2.73,2.5,0.87,2.84,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06329,CHIL,17,2.76,3,0.97,0.55,
D06329,GAMM,1,3,3,NA,0.2,
D06329,NZMS,65,0.52,0.5,0.09,0.27,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06329,SIML,24,2.46,2,0.88,1.02,
D06330,CHIL,23,3,3,1,0.9,
D06330,GAMM,2,2,2,1.41,0.21,
D06330,NZMS,53,0.5,0.5,0,0.2,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06330,SIML,38,2.58,2.5,0.86,1.76,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06331,CHIL,36,3.11,3,0.89,1.46,
D06331,GAMM,2,2,2,0,0.12,
D06331,NZMS,14,0.5,0.5,0,0.05,
D06331,SIML,18,3,3,0.84,1.21,
D06332,CHIL,18,3.28,3,1.13,0.9,
D06332,GAMM,6,1.67,2,0.52,0.27,
D06332,NZMS,60,0.52,0.5,0.09,0.26,
D06332,SIML,24,2.38,2,0.77,0.85,
D06333,CHIL,27,2.78,2,1.05,0.91,
D06333,GAMM,2,3,3,1.41,0.51,
D06333,NZMS,81,0.5,0.5,0,0.3,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06333,SIML,8,2.38,2,1.06,0.34,
D06334,CHIL,36,3.22,3,0.72,1.52,
D06334,GAMM,7,2.57,2,0.79,1.1,
D06334,NZMS,114,0.5,0.5,0,0.42,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06334,SIML,10,2.2,2,0.42,0.24,
D06335,CHIL,49,3.24,3,1.09,2.34,
D06335,GAMM,4,2,2,0,0.25,
D06335,NZMS,104,0.52,0.5,0.1,0.45,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06335,SIML,17,2.82,3,0.95,1.09,
D06336,CHIL,33,3.21,3,0.86,1.44,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06336,GAMM,4,2.5,2.5,1.29,0.72,
D06336,NZMS,165,0.52,0.5,0.09,0.69,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06336,SIML,11,2.45,2,0.82,0.44,
D06338,CHIL,20,2.85,3,0.99,0.69,
D06338,GAMM,2,2.5,2.5,2.12,0.46,
D06338,NZMS,34,0.53,0.5,0.12,0.16,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06338,SIML,46,2.52,2,1.31,3.06,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06339,CHIL,19,3.21,3,1.18,0.91,
D06339,GAMM,1,1,1,NA,0.01,
D06339,NZMS,38,0.54,0.5,0.14,0.19,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06339,SIML,55,2.31,2,1.05,2.3,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06340,CHIL,8,3.25,3,0.46,0.32,
D06340,GAMM,3,3.67,4,0.58,1.1,
D06340,NZMS,0,NA,NA,NA,0,
D06340,SIML,12,3.42,3,1.31,1.45,
D06341,CHIL,45,3.53,3,1.04,2.57,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06341,GAMM,2,3,3,1.41,0.51,
D06341,NZMS,24,0.73,0.5,0.72,0.73,
D06341,SIML,10,3.1,3,1.1,0.81,
D06342,CHIL,30,3.27,3,0.83,1.33,
D06342,GAMM,2,2,2,1.41,0.21,
D06342,NZMS,28,0.61,0.5,0.31,0.26,
D06342,SIML,10,3.2,3,1.32,0.98,
D06344,CHIL,60,2.6,2,0.89,1.64,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06344,GAMM,1,3,3,NA,0.2,
D06344,NZMS,39,0.54,0.5,0.13,0.19,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06344,SIML,5,1.8,2,0.84,0.08,
D06345,CHIL,47,2.55,2,1.19,1.44,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06345,GAMM,1,4,4,NA,0.45,
D06345,NZMS,24,0.54,0.5,0.14,0.12,
D06345,SIML,4,2.5,2.5,0.58,0.14,
D06346,CHIL,83,2.23,2,0.97,1.69,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06346,GAMM,2,1,1,0,0.02,
D06346,NZMS,102,0.57,0.5,0.28,0.83,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06346,SIML,13,2.38,2,0.96,0.52,
D06347,CHIL,103,3.05,3,1.11,4.36,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06347,GAMM,9,2.67,2,1,1.72,
D06347,NZMS,88,0.5,0.5,0,0.33,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06347,SIML,7,2,2,1,0.19,
D06348,CHIL,66,2.8,2,1.38,2.68,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06348,GAMM,0,NA,NA,NA,0,
D06348,NZMS,45,0.53,0.5,0.13,0.22,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06348,SIML,10,2,2,0.94,0.27,
D06349,CHIL,54,3.06,3,0.98,2.17,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06349,GAMM,3,2.33,2,1.53,0.52,
D06349,NZMS,23,0.5,0.5,0,0.09,
D06349,SIML,3,2,2,1,0.07,
D06350,CHIL,54,2.74,3,1.25,1.96,
D06350,GAMM,0,NA,NA,NA,0,
D06350,NZMS,53,0.5,0.5,0,0.2,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06350,SIML,7,4.29,4,1.7,1.52,
D06353,CHIL,24,2.79,3,0.78,0.73,
D06353,GAMM,4,1.75,1,1.5,0.48,
D06353,NZMS,21,0.5,0.5,0,0.08,
D06353,SIML,10,2.9,2,1.37,0.85,
D06354,CHIL,24,2.88,3,1.12,0.89,
D06354,GAMM,2,2,2,0,0.12,
D06354,NZMS,20,0.52,0.5,0.11,0.09,
D06354,SIML,3,2,2,0,0.05,
D06355,CHIL,18,3.17,3,1.25,0.86,
D06355,GAMM,2,1.5,1.5,0.71,0.07,
D06355,NZMS,10,0.5,0.5,0,0.04,
D06355,SIML,6,2.5,2,1.22,0.31,
D06382,CHIL,36,3.17,3,0.74,1.46,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06382,GAMM,3,2.67,3,0.58,0.46,
D06382,NZMS,6,0.58,0.5,0.2,0.04,
D06382,SIML,0,NA,NA,NA,0,
D06384,CHIL,54,3.26,3,0.91,2.45,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06384,GAMM,2,1.5,1.5,0.71,0.07,
D06384,NZMS,136,0.55,0.5,0.15,0.73,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06384,SIML,5,2.8,2,2.17,0.59,
D06385,CHIL,42,2.98,3,1.2,1.75,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06385,GAMM,2,2,2,0,0.12,
D06385,NZMS,63,0.69,0.5,0.51,1.11,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06385,SIML,2,1.5,1.5,0.71,0.02,
D06386,CHIL,69,3.13,3,0.86,2.82,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06386,GAMM,1,2,2,NA,0.06,
D06386,NZMS,2092,0.5,0.5,0.06,8.16,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06386,SIML,3,1.67,2,0.58,0.03,
D06387,CHIL,56,2.95,3,0.9,2.03,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06387,GAMM,4,1.25,1,0.5,0.09,
D06387,NZMS,178,0.63,0.5,0.39,2.1,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06387,SIML,1,1,1,NA,0,
D06388,CHIL,34,3,3,0.65,1.18,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06388,GAMM,3,2.33,2,0.58,0.32,
D06388,NZMS,25,0.74,0.5,0.36,0.35,
D06388,SIML,2,2.5,2.5,0.71,0.07,
D06389,CHIL,14,3.07,3,0.62,0.5,
D06389,GAMM,1,3,3,NA,0.2,
D06389,NZMS,35,0.51,0.5,0.08,0.15,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06389,SIML,0,NA,NA,NA,0,
D06390,CHIL,41,3.1,3,0.66,1.55,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06390,GAMM,0,NA,NA,NA,0,
D06390,NZMS,12,0.54,0.5,0.14,0.06,
D06390,SIML,1,3,3,NA,0.05,
D06391,CHIL,68,2.62,3,0.85,1.84,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06391,GAMM,1,2,2,NA,0.06,
D06391,NZMS,116,0.5,0.5,0,0.43,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06391,SIML,0,NA,NA,NA,0,
D06392,CHIL,47,3.28,3,0.85,2.13,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06392,GAMM,3,1,1,0,0.03,
D06392,NZMS,131,0.51,0.5,0.13,0.59,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06392,SIML,3,2.33,2,1.53,0.15,
D06393,CHIL,48,2.81,3,0.91,1.57,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06393,GAMM,0,NA,NA,NA,0,
D06393,NZMS,129,0.5,0.5,0,0.48,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06393,SIML,3,1.33,1,0.58,0.02,
D06394,CHIL,47,2.62,2,0.97,1.35,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06394,GAMM,0,NA,NA,NA,0,
D06394,NZMS,110,0.55,0.5,0.28,0.82,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06394,SIML,5,2.4,2,0.89,0.19,
D06408,CHIL,17,2.41,3,0.87,0.38,
D06408,GAMM,6,2.17,2,1.33,0.88,
D06408,NZMS,304,0.53,0.5,0.23,1.85,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06408,SIML,10,1.35,1,1,0.16,
D06409,CHIL,9,3,3,0.87,0.32,
D06409,GAMM,1,6,6,NA,1.45,
D06409,NZMS,13,1.15,1,0.52,0.49,
D06409,SIML,6,2.5,2.5,0.55,0.21,
D06410,CHIL,6,3.17,3,0.41,0.23,
D06410,GAMM,3,2.67,3,0.58,0.46,
D06410,NZMS,58,0.81,0.5,0.44,1.08,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06410,SIML,19,2.63,2,0.76,0.88,
D06416,CHIL,61,2.93,3,1.03,2.28,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06416,GAMM,27,2.74,3,0.9,5.27,
D06416,NZMS,782,0.5,0.5,0.08,3.11,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06416,SIML,13,2.46,2,1.27,0.73,
D06417,CHIL,22,3.55,4,0.8,1.18,
D06417,GAMM,13,3.31,3,0.85,3.98,
D06417,NZMS,593,0.5,0.5,0.06,2.31,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06417,SIML,17,3.12,3,1.11,1.45,
D06418,CHIL,49,2.45,2,0.84,1.14,
D06418,GAMM,23,2.74,3,1.25,5.32,
D06418,NZMS,157,0.52,0.5,0.17,0.8,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06418,SIML,10,2.6,2,1.71,0.81,
D06419,CHIL,13,3.15,3,0.8,0.53,
D06419,GAMM,6,2.5,2,0.84,0.9,
D06419,NZMS,111,0.52,0.5,0.09,0.48,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06419,SIML,10,3.2,3,0.63,0.74,
D06421,CHIL,15,2.87,3,0.74,0.47,
D06421,GAMM,7,2.29,2,0.49,0.71,
D06421,NZMS,69,0.5,0.5,0,0.26,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06421,SIML,7,3,3,0.82,0.45,
D06422,CHIL,5,2.8,3,0.84,0.15,
D06422,GAMM,7,3.43,3,1.27,2.75,
D06422,NZMS,32,0.72,0.5,0.52,0.61,
D06422,SIML,18,3.33,3,0.84,1.61,
D06423,CHIL,15,2.67,3,0.9,0.43,
D06423,GAMM,13,3.23,3,1.09,4.06,
D06423,NZMS,185,0.54,0.5,0.16,0.99,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06423,SIML,21,2.9,3,1.26,1.63,
D06424,CHIL,15,2.23,2,1.21,0.35,
D06424,GAMM,14,3.5,3.5,0.94,5.08,
D06424,NZMS,170,0.54,0.5,0.17,0.92,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06424,SIML,19,2.26,2,1.45,1.04,
D06437,CHIL,22,3.18,3,1.14,1.01,
D06437,GAMM,10,3.4,3,1.07,3.52,
D06437,NZMS,154,1.05,1,0.21,3.69,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06437,SIML,4,3.5,3.5,0.58,0.37,
D06438,CHIL,45,2.64,3,0.91,1.28,
D06438,GAMM,7,3.43,3,1.27,2.68,
D06438,NZMS,316,0.5,0.5,0.08,1.28,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06438,SIML,5,5.2,5,1.3,1.65,
D06439,CHIL,31,3.29,3,1.57,1.89,
D06439,GAMM,24,2.62,2.5,1.38,5.73,
D06439,NZMS,254,0.53,0.5,0.13,1.21,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06439,SIML,17,5.47,5,1.07,6.32,
D06440,CHIL,26,3,3,1.2,1.11,
D06440,GAMM,9,3.11,3,0.78,2.26,
D06440,NZMS,186,0.5,0.5,0.04,0.71,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06440,SIML,10,4.8,5,1.55,2.81,
D06449,CHIL,44,2.77,3,1.1,1.49,
D06449,GAMM,13,2.92,3,0.95,3.03,
D06449,NZMS,841,0.52,0.5,0.11,3.72,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06449,SIML,5,4,4,1.22,0.81,
D06450,CHIL,16,3,2.5,1.55,0.79,
D06450,GAMM,2,2,2,0,0.12,
D06450,NZMS,79,0.5,0.5,0,0.29,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06450,SIML,2,5.5,5.5,0.71,0.69,
D06451,CHIL,10,2.1,2,0.74,0.14,
D06451,GAMM,1,4,4,NA,0.45,
D06451,NZMS,84,0.5,0.5,0,0.31,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06451,SIML,5,3.8,2,2.49,1.19,
D06452,CHIL,6,2.67,2.5,1.21,0.18,
D06452,GAMM,0,NA,NA,NA,0,
D06452,NZMS,76,0.52,0.5,0.1,0.33,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06452,SIML,3,3.33,3,2.52,0.49,
D06457,CHIL,14,3.57,3,1.09,0.82,
D06457,GAMM,5,3.2,3,0.45,1.24,
D06457,NZMS,380,0.5,0.5,0,1.41,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06457,SIML,4,3.5,3.5,0.58,0.37,
D06458,CHIL,8,4.25,4,0.46,0.64,
D06458,GAMM,3,3,3,0,0.59,
D06458,NZMS,26,0.5,0.5,0,0.1,
D06458,SIML,0,NA,NA,NA,0,
D06459,CHIL,20,3.25,3,1.16,0.97,
D06459,GAMM,1,1,1,NA,0.01,
D06459,NZMS,271,0.5,0.5,0,1.01,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06459,SIML,0,NA,NA,NA,0,
D06460,CHIL,10,2.8,3,0.79,0.3,
D06460,GAMM,0,NA,NA,NA,0,
D06460,NZMS,103,0.52,0.5,0.25,0.67,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06460,SIML,2,3,3,0,0.11,
D06461,CHIL,6,3.33,3,0.52,0.26,
D06461,GAMM,1,5,5,NA,0.86,
D06461,NZMS,66,0.5,0.5,0,0.24,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06461,SIML,3,5,4,1.73,0.96,
D06462,CHIL,6,3,3,0.89,0.21,
D06462,GAMM,0,NA,NA,NA,0,
D06462,NZMS,122,0.5,0.5,0,0.45,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06462,SIML,3,4.33,4,0.58,0.51,
D06471,CHIL,7,2.71,3,0.76,0.19,
D06471,GAMM,0,NA,NA,NA,0,
D06471,NZMS,9,0.5,0.5,0,0.03,
D06471,SIML,2,4.5,4.5,0.71,0.38,
D06472,CHIL,19,3,3,1.41,0.9,
D06472,GAMM,0,NA,NA,NA,0,
D06472,NZMS,87,0.53,0.5,0.18,0.48,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06472,SIML,1,4,4,NA,0.13,
D06473,CHIL,3,1.67,2,0.58,0.02,
D06473,GAMM,0,NA,NA,NA,0,
D06473,NZMS,14,0.5,0.5,0,0.05,
D06473,SIML,0,NA,NA,NA,0,
D06474,CHIL,4,4,4,1.15,0.3,
D06474,GAMM,0,NA,NA,NA,0,
D06474,NZMS,12,0.5,0.5,0,0.04,
D06474,SIML,0,NA,NA,NA,0,
D06475,CHIL,8,3.12,3,0.64,0.3,
D06475,GAMM,1,4,4,NA,0.45,
D06475,NZMS,9,0.5,0.5,0,0.03,
D06475,SIML,0,NA,NA,NA,0,
D06476,CHIL,3,4,4,0,0.2,
D06476,GAMM,2,3,3,1.41,0.51,
D06476,NZMS,29,0.5,0.5,0,0.11,
D06476,SIML,1,3,3,NA,0.05,
D06480,CHIL,10,3.1,3,1.2,0.44,
D06480,GAMM,0,NA,NA,NA,0,
D06480,NZMS,13,0.58,0.5,0.19,0.08,
D06480,SIML,3,3,2,2.65,0.46,
D06481,CHIL,3,3.67,4,0.58,0.16,
D06481,GAMM,0,NA,NA,NA,0,
D06481,NZMS,4,0.5,0.5,0,0.01,
D06481,SIML,2,3.5,3.5,2.12,0.27,
D06487,CHIL,36,2.44,2,0.5,0.73,
D06487,GAMM,0,NA,NA,NA,0,
D06487,NZMS,2,0.5,0.5,0,0.01,
D06487,SIML,0,NA,NA,NA,0,
D06488,CHIL,30,2.37,2,0.93,0.69,
D06488,GAMM,0,NA,NA,NA,0,
D06488,NZMS,12,0.54,0.5,0.14,0.06,
D06488,SIML,1,2,2,NA,0.02,
D06489,CHIL,11,3.27,3,1.1,0.53,
D06489,GAMM,0,NA,NA,NA,0,
D06489,NZMS,7,0.5,0.5,0,0.03,
D06489,SIML,0,NA,NA,NA,0,
D06495,CHIL,8,2.12,2,0.64,0.11,
D06495,GAMM,0,NA,NA,NA,0,
D06495,NZMS,5,0.5,0.5,0,0.02,
D06495,SIML,0,NA,NA,NA,0,
D06496,CHIL,13,2.46,2,0.52,0.27,
D06496,GAMM,0,NA,NA,NA,0,
D06496,NZMS,4,0.62,0.5,0.25,0.03,
D06496,SIML,2,3,3,0,0.11,
D06497,CHIL,18,2,2,0.77,0.26,
D06497,GAMM,0,NA,NA,NA,0,
D06497,NZMS,10,0.5,0.5,0,0.04,
D06497,SIML,0,NA,NA,NA,0,
D06502,CHIL,68,2.97,3,0.93,2.54,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06502,GAMM,2,6,6,1.41,3.11,
D06502,NZMS,2,0.75,0.75,0.35,0.02,
D06502,SIML,11,4.09,4,1.51,2.15,
D06503,CHIL,107,2.63,2,1.01,3.15,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06503,GAMM,5,1.6,1,1.34,0.48,
D06503,NZMS,16,0.53,0.5,0.12,0.08,
D06503,SIML,9,2.78,2,2.05,1.24,
D06504,CHIL,101,2.62,3,0.79,2.69,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06504,GAMM,0,NA,NA,NA,0,
D06504,NZMS,12,0.5,0.5,0,0.04,
D06504,SIML,12,3.83,4,0.94,1.59,
D06511,CHIL,30,2,2,0.79,0.43,
D06511,GAMM,0,NA,NA,NA,0,
D06511,NZMS,4,0.88,0.5,0.75,0.12,
D06511,SIML,15,2.6,2,1.24,0.91,
D06512,CHIL,29,2.45,2,0.87,0.68,
D06512,GAMM,0,NA,NA,NA,0,
D06512,NZMS,0,NA,NA,NA,0,
D06512,SIML,11,3.27,4,1.35,1.13,
D06513,CHIL,29,2.07,2,0.84,0.46,
D06513,GAMM,0,NA,NA,NA,0,
D06513,NZMS,3,0.67,0.5,0.29,0.03,
D06513,SIML,16,2.62,2,1.67,1.37,
D06514,CHIL,88,2.47,2,1.15,2.48,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
